essay id	misspelled words	words	words per sentence	lexical diversity	raw score	normalized score
6252	6	36	9.0	0.8055555555555560	1	0
6253	8	92	13.142857142857100	0.6956521739130440	3	1
6254	11	111	12.333333333333300	0.7837837837837840	3	1
6255	3	25	12.5	0.92	1	0
6256	6	28	7.0	0.8571428571428570	1	0
6257	2	13	6.5	1.0	1	0
6258	5	12	6.0	0.9166666666666670	1	0
6259	1	51	8.5	0.7450980392156860	3	1
6260	6	52	8.666666666666670	0.6538461538461540	2	1
6261	3	59	14.75	0.7288135593220340	1	0
6262	5	117	10.636363636363600	0.6923076923076920	3	1
6263	5	118	13.11111111111110	0.6610169491525420	3	1
6264	13	185	10.277777777777800	0.5459459459459460	3	1
6265	4	63	10.5	0.7142857142857140	2	1
6266	0	26	6.5	0.7692307692307690	1	0
6267	4	134	10.307692307692300	0.6343283582089550	3	1
6268	8	125	20.833333333333300	0.704	3	1
6269	1	19	9.5	0.7894736842105260	1	0
6270	6	104	9.454545454545460	0.7307692307692310	3	1
6271	8	55	11.0	0.7272727272727270	2	1
6272	3	89	9.88888888888889	0.6741573033707870	2	1
6273	7	48	9.6	0.7083333333333330	1	0
6274	4	57	7.125	0.7017543859649120	1	0
6275	0	16	16.0	1.0	1	0
6276	9	103	11.444444444444400	0.7572815533980580	3	1
6277	2	16	8.0	0.9375	1	0
6278	4	45	15.0	0.7555555555555560	1	0
6279	2	69	8.625	0.7101449275362320	2	1
6280	3	53	10.6	0.7547169811320760	3	1
6281	10	124	12.4	0.6451612903225810	1	0
6282	10	129	9.923076923076920	0.7364341085271320	3	1
6283	0	18	18.0	0.9444444444444440	1	0
6284	5	117	13.0	0.717948717948718	3	1
6285	12	75	15.0	0.7733333333333330	2	1
6286	11	118	16.857142857142900	0.7033898305084750	3	1
6287	9	105	10.5	0.7047619047619050	3	1
6288	3	55	13.75	0.8181818181818180	2	1
6289	4	38	9.5	0.8157894736842110	2	1
6290	1	39	13.0	0.8974358974358980	1	0
6291	2	55	9.166666666666670	0.6909090909090910	2	1
6292	8	125	12.5	0.656	3	1
6293	7	92	13.142857142857100	0.7065217391304350	2	1
6294	1	87	7.909090909090910	0.5977011494252870	1	0
6295	3	40	6.666666666666670	0.65	2	1
6296	3	32	10.666666666666700	0.9375	0	0
6297	0	55	9.166666666666670	0.8181818181818180	1	0
6298	4	33	8.25	0.8181818181818180	1	0
6299	4	75	9.375	0.5866666666666670	2	1
6300	9	115	16.428571428571400	0.7043478260869570	3	1
6301	5	134	10.307692307692300	0.6268656716417910	3	1
6302	4	53	13.25	0.7169811320754720	2	1
6303	1	31	10.333333333333300	0.7741935483870970	1	0
6304	0	36	7.2	0.7222222222222220	1	0
6305	5	79	19.75	0.810126582278481	3	1
6306	0	39	19.5	0.6923076923076920	1	0
6307	3	91	13.0	0.6373626373626370	2	1
6308	8	121	13.444444444444400	0.7933884297520660	3	1
6309	2	28	5.6	0.7857142857142860	1	0
6310	7	94	23.5	0.7659574468085110	3	1
6311	6	51	10.2	0.7450980392156860	2	1
6312	3	75	9.375	0.6933333333333330	2	1
6313	7	102	12.75	0.7058823529411770	3	1
6314	0	31	10.333333333333300	0.8064516129032260	1	0
6315	2	46	11.5	0.8043478260869570	2	1
6316	7	83	20.75	0.6746987951807230	1	0
6317	4	125	10.416666666666700	0.656	2	1
6318	2	47	11.75	0.7872340425531920	1	0
6319	1	62	6.888888888888890	0.6774193548387100	1	0
6320	3	45	15.0	0.8666666666666670	1	0
6321	4	37	7.4	0.8378378378378380	1	0
6322	5	53	8.833333333333330	0.6981132075471700	2	1
6323	6	32	8.0	0.84375	1	0
6324	0	16	5.333333333333330	0.875	1	0
6325	5	53	13.25	0.7358490566037740	2	1
6326	0	20	20.0	1.0	1	0
6327	6	98	16.333333333333300	0.7653061224489800	2	1
6328	4	67	9.571428571428570	0.746268656716418	2	1
6329	0	63	12.6	0.7619047619047620	2	1
6330	4	108	10.8	0.6388888888888890	3	1
6331	12	107	21.4	0.6822429906542060	3	1
6332	1	14	7.0	0.9285714285714290	3	1
6333	5	84	10.5	0.7619047619047620	3	1
6334	5	67	11.166666666666700	0.8507462686567160	2	1
6335	10	96	96.0	0.7395833333333330	3	1
6336	7	124	13.777777777777800	0.6129032258064520	3	1
6337	14	57	14.25	0.8421052631578950	2	1
6338	9	125	12.5	0.728	2	1
6339	0	60	12.0	0.7333333333333330	2	1
6340	11	110	12.222222222222200	0.6909090909090910	3	1
6341	7	75	10.714285714285700	0.7733333333333330	2	1
6342	2	34	8.5	0.8235294117647060	1	0
6343	13	101	11.222222222222200	0.6831683168316830	1	0
6344	7	62	12.4	0.7903225806451610	2	1
6345	4	61	12.2	0.7540983606557380	2	1
6346	2	59	9.833333333333330	0.7966101694915250	2	1
6347	8	45	15.0	0.6888888888888890	3	1
6348	3	55	13.75	0.8727272727272730	1	0
6349	4	94	11.75	0.776595744680851	3	1
6350	7	89	8.9	0.651685393258427	2	1
6351	5	77	19.25	0.7792207792207790	3	1
6352	10	92	11.5	0.7282608695652170	2	1
6353	2	97	8.818181818181820	0.7835051546391750	3	1
6354	1	30	10.0	0.9	1	0
6355	8	62	15.5	0.7580645161290320	2	1
6356	0	53	13.25	0.6981132075471700	1	0
6357	1	18	9.0	0.9444444444444440	2	1
6358	1	36	9.0	0.7222222222222220	2	1
6359	3	18	9.0	0.8333333333333330	1	0
6360	6	84	16.8	0.8095238095238100	2	1
6361	12	62	10.333333333333300	0.7419354838709680	2	1
6362	4	59	11.8	0.7288135593220340	1	0
6363	9	122	11.090909090909100	0.6721311475409840	3	1
6364	6	83	13.833333333333300	0.7349397590361450	3	1
6365	1	43	10.75	0.7674418604651160	2	1
6366	6	174	9.666666666666670	0.7183908045977010	3	1
6367	6	53	13.25	0.7735849056603770	2	1
6368	1	40	10.0	0.675	1	0
6369	0	44	8.8	0.7045454545454550	1	0
6370	1	19	9.5	0.7368421052631580	0	0
6371	11	111	10.090909090909100	0.7027027027027030	3	1
6372	1	38	19.0	0.8421052631578950	2	1
6373	4	41	8.2	0.7804878048780490	2	1
6374	3	84	14.0	0.75	2	1
6375	3	41	10.25	0.8048780487804880	1	0
6376	4	61	8.714285714285710	0.7868852459016390	2	1
6377	13	145	16.11111111111110	0.7034482758620690	3	1
6378	9	101	11.222222222222200	0.693069306930693	3	1
6379	10	114	19.0	0.7807017543859650	3	1
6380	1	54	13.5	0.7037037037037040	1	0
6381	6	110	9.166666666666670	0.7272727272727270	3	1
6382	0	26	6.5	0.6923076923076920	1	0
6383	4	67	11.166666666666700	0.8059701492537310	2	1
6384	7	100	10.0	0.69	3	1
6385	8	55	6.875	0.7636363636363640	2	1
6386	7	108	9.0	0.6388888888888890	2	1
6387	6	90	11.25	0.7888888888888890	3	1
6388	6	116	16.571428571428600	0.5948275862068970	3	1
6389	6	79	13.166666666666700	0.7341772151898730	2	1
6390	4	60	8.571428571428570	0.75	2	1
6391	4	36	12.0	0.6388888888888890	1	0
6392	9	128	18.285714285714300	0.640625	3	1
6393	2	37	9.25	0.7837837837837840	1	0
6394	1	6	6.0	1.0	1	0
6395	4	50	12.5	0.7	2	1
6396	6	124	12.4	0.8064516129032260	3	1
6397	9	75	12.5	0.6933333333333330	2	1
6398	7	62	8.857142857142860	0.7580645161290320	2	1
6399	0	38	9.5	0.7631578947368420	2	1
6400	5	46	11.5	0.8478260869565220	2	1
6401	3	36	9.0	0.8333333333333330	2	1
6402	4	50	7.142857142857140	0.76	2	1
6403	0	12	12.0	0.8333333333333330	0	0
6404	5	69	13.8	0.7101449275362320	1	0
6405	1	58	9.666666666666670	0.7586206896551720	3	1
6406	15	97	10.777777777777800	0.5979381443298970	2	1
6407	3	50	12.5	0.72	2	1
6408	16	144	11.076923076923100	0.7013888888888890	3	1
6409	4	44	8.8	0.8181818181818180	2	1
6410	13	158	19.75	0.7088607594936710	3	1
6411	0	17	5.666666666666670	0.8235294117647060	1	0
6412	4	78	15.6	0.5897435897435900	1	0
6413	0	43	10.75	0.627906976744186	2	1
6414	6	49	7.0	0.673469387755102	1	0
6415	3	77	12.833333333333300	0.8051948051948050	2	1
6416	0	22	5.5	0.7727272727272730	1	0
6417	14	170	28.333333333333300	0.5882352941176470	3	1
6418	14	98	12.25	0.6938775510204080	2	1
6419	5	131	14.555555555555600	0.7022900763358780	3	1
6420	2	30	7.5	0.8666666666666670	1	0
6421	0	28	28.0	0.8214285714285710	1	0
6422	0	12	12.0	1.0	1	0
6423	10	53	13.25	0.8679245283018870	3	1
6424	4	87	10.875	0.6091954022988510	2	1
6425	4	34	8.5	0.7647058823529410	2	1
6426	9	72	10.285714285714300	0.6944444444444440	2	1
6427	5	64	12.8	0.734375	1	0
6428	1	38	19.0	0.868421052631579	2	1
6429	7	56	8.0	0.8392857142857140	1	0
6430	1	48	12.0	0.6875	1	0
6431	1	37	6.166666666666670	0.7567567567567570	1	0
6432	5	116	6.444444444444450	0.6293103448275860	3	1
6433	2	78	9.75	0.7692307692307690	2	1
6434	7	78	19.5	0.8333333333333330	2	1
6435	4	30	15.0	0.9	1	0
6436	3	47	9.4	0.7872340425531920	2	1
6437	2	35	11.666666666666700	0.8571428571428570	2	1
6438	5	44	14.666666666666700	0.8181818181818180	1	0
6439	1	55	11.0	0.6909090909090910	1	0
6440	4	43	8.6	0.813953488372093	1	0
6441	7	105	15.0	0.7904761904761900	3	1
6442	1	31	7.75	0.8064516129032260	1	0
6443	9	91	18.2	0.6813186813186810	2	1
6444	8	96	12.0	0.6979166666666670	3	1
6445	8	99	19.8	0.7777777777777780	3	1
6446	2	77	8.555555555555560	0.6753246753246750	3	1
6447	7	117	19.5	0.6068376068376070	2	1
6448	4	70	14.0	0.7	2	1
6449	0	4	4.0	1.0	0	0
6450	2	64	12.8	0.703125	2	1
6451	4	24	8.0	0.9166666666666670	1	0
6452	3	38	9.5	0.8157894736842110	1	0
6453	5	58	19.333333333333300	0.6896551724137930	1	0
6454	3	15	7.5	0.8	2	1
6455	5	133	13.3	0.7142857142857140	3	1
6456	0	25	8.333333333333330	0.84	1	0
6457	6	70	14.0	0.7	2	1
6458	2	44	7.333333333333330	0.7727272727272730	1	0
6459	3	42	10.5	0.7619047619047620	2	1
6460	9	108	8.307692307692310	0.5925925925925930	2	1
6461	1	40	8.0	0.8	2	1
6462	4	42	10.5	0.7619047619047620	3	1
6463	13	56	7.0	0.7678571428571430	3	1
6464	2	40	8.0	0.725	1	0
6465	0	47	9.4	0.5957446808510640	2	1
6466	7	74	12.333333333333300	0.7027027027027030	2	1
6467	3	46	11.5	0.8260869565217390	1	0
6468	7	44	11.0	0.7272727272727270	2	1
6469	8	38	12.666666666666700	0.7631578947368420	1	0
6470	6	71	17.75	0.7464788732394370	2	1
6471	3	36	9.0	0.8055555555555560	1	0
6472	13	128	16.0	0.7578125	3	1
6473	1	31	10.333333333333300	0.7741935483870970	2	1
6474	13	121	10.083333333333300	0.6694214876033060	2	1
6475	3	32	6.4	0.8125	1	0
6476	2	106	8.153846153846150	0.6981132075471700	3	1
6477	6	52	13.0	0.7692307692307690	2	1
6478	8	121	12.1	0.6859504132231410	3	1
6479	2	16	16.0	0.75	0	0
6480	8	101	11.222222222222200	0.6732673267326730	2	1
6481	1	15	5.0	0.8666666666666670	1	0
6482	0	19	19.0	0.8947368421052630	1	0
6483	10	162	14.727272727272700	0.5061728395061730	3	1
6484	3	116	12.88888888888890	0.6982758620689660	3	1
6485	13	165	15.0	0.6424242424242430	3	1
6486	3	50	12.5	0.78	2	1
6487	5	85	14.166666666666700	0.7411764705882350	3	1
6488	5	43	14.333333333333300	0.7441860465116280	1	0
6489	2	53	13.25	0.7547169811320760	2	1
6490	0	35	11.666666666666700	0.8857142857142860	1	0
6491	11	125	20.833333333333300	0.632	3	1
6492	4	55	9.166666666666670	0.7454545454545460	2	1
6493	5	76	12.666666666666700	0.7105263157894740	2	1
6494	3	33	16.5	0.7575757575757580	3	1
6495	7	45	9.0	0.7333333333333330	2	1
6496	5	44	11.0	0.7954545454545450	1	0
6497	6	72	18.0	0.7083333333333330	2	1
6498	5	44	8.8	0.7727272727272730	2	1
6499	0	30	10.0	0.7666666666666670	1	0
6500	0	44	11.0	0.7954545454545450	2	1
6501	4	39	9.75	0.8461538461538460	1	0
6502	2	69	7.666666666666670	0.6956521739130440	2	1
6503	4	44	14.666666666666700	0.75	2	1
6504	6	68	9.714285714285710	0.7058823529411770	1	0
6505	7	89	9.88888888888889	0.7191011235955060	3	1
6506	2	27	6.75	0.8518518518518520	1	0
6507	6	115	14.375	0.7217391304347830	3	1
6508	8	75	18.75	0.7466666666666670	2	1
6509	4	38	12.666666666666700	0.7105263157894740	1	0
6510	1	41	10.25	0.7073170731707320	2	1
6511	2	63	7.875	0.6825396825396830	2	1
6512	3	119	7.933333333333330	0.5714285714285710	3	1
6513	7	48	16.0	0.8541666666666670	2	1
6514	3	32	6.4	0.71875	1	0
6515	1	51	7.285714285714290	0.6274509803921570	1	0
6516	9	154	22.0	0.7012987012987010	3	1
6517	0	43	8.6	0.7906976744186050	1	0
6518	5	34	8.5	0.8529411764705880	1	0
6519	4	107	9.727272727272730	0.7009345794392520	2	1
6520	5	110	15.714285714285700	0.7090909090909090	2	1
6521	3	52	10.4	0.6730769230769230	2	1
6522	0	53	13.25	0.6226415094339620	2	1
6523	1	65	9.285714285714290	0.6	2	1
6524	3	48	9.6	0.75	2	1
6525	2	38	7.6	0.7631578947368420	2	1
6526	2	30	7.5	0.8666666666666670	1	0
6527	2	50	8.333333333333330	0.7	2	1
6528	6	40	10.0	0.825	2	1
6529	4	92	11.5	0.6521739130434780	2	1
6530	15	170	8.5	0.6705882352941180	3	1
6531	6	26	26.0	1.0	1	0
6532	12	112	12.444444444444400	0.6339285714285710	3	1
6533	5	59	19.666666666666700	0.7796610169491530	2	1
6534	3	40	13.333333333333300	0.825	1	0
6535	9	107	9.727272727272730	0.7289719626168220	2	1
6536	5	104	8.0	0.5384615384615380	2	1
6537	0	30	7.5	0.8	1	0
6538	2	41	10.25	0.8048780487804880	0	0
6539	0	17	17.0	1.0	1	0
6540	3	29	7.25	0.896551724137931	2	1
6541	9	82	16.4	0.6463414634146340	2	1
6542	7	99	14.142857142857100	0.7777777777777780	2	1
6543	6	112	16.0	0.6964285714285710	3	1
6544	1	60	6.666666666666670	0.7166666666666670	2	1
6545	4	31	10.333333333333300	0.9032258064516130	1	0
6546	3	41	20.5	0.8536585365853660	1	0
6547	3	26	8.666666666666670	0.7307692307692310	2	1
6548	1	30	10.0	0.9	1	0
6549	4	130	9.285714285714290	0.5846153846153850	1	0
6550	2	17	8.5	0.9411764705882350	1	0
6551	6	83	16.6	0.7831325301204820	2	1
6552	4	39	13.0	0.9230769230769230	1	0
6553	8	94	11.75	0.7659574468085110	2	1
6554	5	105	15.0	0.6666666666666670	3	1
6555	5	36	7.2	0.8055555555555560	1	0
6556	2	33	8.25	0.7878787878787880	1	0
6557	0	54	9.0	0.8333333333333330	1	0
6558	2	34	17.0	0.9411764705882350	1	0
6559	1	45	11.25	0.8	2	1
6560	3	39	9.75	0.5897435897435900	1	0
6561	7	112	16.0	0.75	2	1
6562	7	44	11.0	0.8409090909090910	1	0
6563	10	117	10.636363636363600	0.5897435897435900	3	1
6564	10	112	11.2	0.7589285714285710	3	1
6565	3	91	13.0	0.7692307692307690	1	0
6566	12	96	8.727272727272730	0.6666666666666670	3	1
6567	9	61	12.2	0.8524590163934430	1	0
6568	2	32	10.666666666666700	0.90625	1	0
6569	2	53	13.25	0.8301886792452830	1	0
6570	4	69	8.625	0.6521739130434780	2	1
6571	9	113	11.3	0.672566371681416	2	1
6572	7	80	11.428571428571400	0.7875	3	1
6573	2	29	9.666666666666670	0.7241379310344830	1	0
6575	5	129	12.9	0.5348837209302330	3	1
6576	5	61	10.166666666666700	0.7049180327868850	2	1
6577	2	46	11.5	0.6739130434782610	1	0
6578	6	66	9.428571428571430	0.803030303030303	3	1
6579	9	76	19.0	0.6842105263157900	2	1
6580	6	90	15.0	0.7777777777777780	2	1
6581	1	40	13.333333333333300	0.725	1	0
6582	2	85	14.166666666666700	0.7176470588235290	2	1
6583	5	66	13.2	0.7272727272727270	2	1
6584	8	98	16.333333333333300	0.673469387755102	3	1
6585	3	20	10.0	0.7	0	0
6586	4	87	6.214285714285710	0.5862068965517240	2	1
6587	7	61	12.2	0.7704918032786890	1	0
6588	2	17	8.5	0.8235294117647060	0	0
6589	3	57	8.142857142857140	0.7017543859649120	1	0
6590	1	45	9.0	0.7555555555555560	2	1
6591	10	62	8.857142857142860	0.7419354838709680	1	0
6592	10	72	18.0	0.7083333333333330	3	1
6593	3	56	18.666666666666700	0.8571428571428570	2	1
6594	2	49	12.25	0.7346938775510200	1	0
6595	4	40	13.333333333333300	0.85	1	0
6596	8	76	12.666666666666700	0.7894736842105260	2	1
6597	9	109	18.166666666666700	0.7614678899082570	3	1
6598	1	15	7.5	0.8666666666666670	1	0
6599	6	83	11.857142857142900	0.7710843373493980	3	1
6600	2	78	11.142857142857100	0.7307692307692310	3	1
6601	6	70	10.0	0.7714285714285720	2	1
6602	2	35	11.666666666666700	0.7714285714285720	1	0
6603	4	33	8.25	0.7878787878787880	1	0
6604	0	26	13.0	0.8461538461538460	2	1
6605	0	24	8.0	0.875	1	0
6606	5	38	7.6	0.7631578947368420	2	1
6607	5	44	11.0	0.7727272727272730	2	1
6608	0	48	9.6	0.7083333333333330	2	1
6609	5	45	9.0	0.7111111111111110	2	1
6610	0	31	10.333333333333300	0.9032258064516130	1	0
6611	0	41	8.2	0.5609756097560980	1	0
6612	0	23	7.666666666666670	0.6086956521739130	1	0
6613	1	34	8.5	0.7647058823529410	1	0
6614	2	9	9.0	1.0	1	0
6615	4	68	11.333333333333300	0.8382352941176470	3	1
6616	3	14	14.0	1.0	0	0
6617	2	58	9.666666666666670	0.7586206896551720	2	1
6618	2	50	8.333333333333330	0.64	2	1
6619	2	108	9.0	0.6666666666666670	3	1
6620	0	28	9.333333333333330	0.8928571428571430	1	0
6621	7	33	33.0	0.8787878787878790	1	0
6622	3	34	8.5	0.7058823529411770	1	0
6623	1	100	10.0	0.72	2	1
6624	5	55	11.0	0.8363636363636360	1	0
6625	1	51	10.2	0.803921568627451	2	1
6626	8	49	24.5	0.7959183673469390	2	1
6627	7	70	17.5	0.8	2	1
6628	0	29	9.666666666666670	0.8620689655172410	1	0
6629	3	41	8.2	0.8780487804878050	1	0
6630	5	26	8.666666666666670	0.8846153846153850	1	0
6631	3	67	11.166666666666700	0.746268656716418	2	1
6632	4	48	6.857142857142860	0.75	2	1
6633	6	117	10.636363636363600	0.717948717948718	3	1
6634	0	35	7.0	0.7714285714285720	1	0
6635	1	50	8.333333333333330	0.56	2	1
6636	9	95	19.0	0.7263157894736840	3	1
6637	8	97	12.125	0.6701030927835050	3	1
6638	3	63	12.6	0.746031746031746	2	1
6639	5	51	10.2	0.803921568627451	2	1
6640	0	43	8.6	0.7906976744186050	1	0
6641	0	41	10.25	0.7804878048780490	1	0
6642	2	43	8.6	0.7906976744186050	1	0
6643	6	94	11.75	0.7340425531914890	2	1
6644	6	59	14.75	0.711864406779661	1	0
6645	3	99	11.0	0.7676767676767680	3	1
